File Name,Photo Taken Time,Photo Creation Time
IMG_20220705_202313.jpg.json,"Jul 5, 2022, 6:23:13 PM UTC","Jul 8, 2022, 1:51:40 PM UTC"
IMG_20220705_202406.jpg.json,"Jul 5, 2022, 6:24:06 PM UTC","Jul 8, 2022, 1:51:40 PM UTC"
IMG_20220705_202410.jpg.json,"Jul 5, 2022, 6:24:10 PM UTC","Jul 8, 2022, 1:51:40 PM UTC"
IMG_20220705_202422.jpg.json,"Jul 5, 2022, 6:24:22 PM UTC","Jul 8, 2022, 1:51:40 PM UTC"
IMG_20220705_215243.jpg.json,"Jul 5, 2022, 7:52:43 PM UTC","Jul 8, 2022, 1:51:40 PM UTC"
IMG_20220705_223143.jpg.json,"Jul 5, 2022, 8:31:43 PM UTC","Jul 8, 2022, 1:51:40 PM UTC"
IMG_20220705_230525.jpg.json,"Jul 5, 2022, 9:05:25 PM UTC","Jul 8, 2022, 1:51:40 PM UTC"
IMG_20220706_084915.jpg.json,"Jul 6, 2022, 6:49:15 AM UTC","Jul 8, 2022, 1:51:40 PM UTC"
IMG_20220706_084924.jpg.json,"Jul 6, 2022, 6:49:24 AM UTC","Jul 8, 2022, 1:51:40 PM UTC"
IMG_20220706_084931.jpg.json,"Jul 6, 2022, 6:49:31 AM UTC","Jul 8, 2022, 1:51:40 PM UTC"
IMG_20220706_085023.jpg.json,"Jul 6, 2022, 6:50:23 AM UTC","Jul 8, 2022, 1:51:40 PM UTC"
IMG_20220706_085027.jpg.json,"Jul 6, 2022, 6:50:27 AM UTC","Jul 8, 2022, 1:51:40 PM UTC"
IMG_20220706_085157.jpg.json,"Jul 6, 2022, 6:51:58 AM UTC","Jul 8, 2022, 1:51:40 PM UTC"
IMG_20220706_085508.jpg.json,"Jul 6, 2022, 6:55:08 AM UTC","Jul 8, 2022, 1:51:40 PM UTC"
IMG_20220706_085554.jpg.json,"Jul 6, 2022, 6:55:54 AM UTC","Jul 8, 2022, 1:51:40 PM UTC"
IMG_20220706_085758.jpg.json,"Jul 6, 2022, 6:57:58 AM UTC","Jul 8, 2022, 1:51:40 PM UTC"
IMG_20220706_085801.jpg.json,"Jul 6, 2022, 6:58:01 AM UTC","Jul 8, 2022, 1:51:40 PM UTC"
IMG_20220706_085809.jpg.json,"Jul 6, 2022, 6:58:09 AM UTC","Jul 8, 2022, 1:51:40 PM UTC"
IMG_20220706_085819.jpg.json,"Jul 6, 2022, 6:58:19 AM UTC","Jul 8, 2022, 1:51:40 PM UTC"
IMG_20220706_085839.jpg.json,"Jul 6, 2022, 6:58:39 AM UTC","Jul 8, 2022, 1:51:40 PM UTC"
